name	chr	start	end	TargetGene
intergenic|chr3:41195948-41196448	chr3	41195948	41196448	CTNNB1
genic|chr1:44422072-44422572	chr1	44422072	44422572	RNF220
genic|chr12:121552562-121553062	chr12	121552562	121553062	KDM2B
intergenic|chr17:46193830-46194330	chr17	46193830	46194330	KANSL1
promoter|chr2:73926566-73927352	chr2	73926566	73927352	DGUOK
genic|chr4:165880587-165881087	chr4	165880587	165881087	TLL1
intergenic|chr7:5563487-5563987	chr7	5563487	5563987	ACTB
genic|chr4:119046222-119046722	chr4	119046222	119046722	MYOZ2
genic|chr4:119046217-119046717	chr4	119046217	119046717	MYOZ2
genic|chr4:119046216-119046716	chr4	119046216	119046716	MYOZ2
genic|chr4:119046214-119046714	chr4	119046214	119046714	MYOZ2
intergenic|chr17:2688191-2688691	chr17	2688191	2688691	CLUH
genic|chr1:5975087-5975587	chr1	5975087	5975587	NPHP4
genic|chr1:5975091-5975591	chr1	5975091	5975591	NPHP4
intergenic|chr10:110634679-110635179	chr10	110634679	110635179	RBM20
genic|chr4:119046206-119046706	chr4	119046206	119046706	MYOZ2
genic|chr4:119046198-119046698	chr4	119046198	119046698	MYOZ2
genic|chr1:5975102-5975602	chr1	5975102	5975602	NPHP4
genic|chr12:121467133-121467633	chr12	121467133	121467633	KDM2B
genic|chr1:5975104-5975604	chr1	5975104	5975604	NPHP4
genic|chr1:5975107-5975607	chr1	5975107	5975607	NPHP4
promoter|chr3:38453537-38454037	chr3	38453537	38454037	ACVR2B
intergenic|chr17:2686705-2687205	chr17	2686705	2687205	CLUH
promoter|chr3:38453542-38454042	chr3	38453542	38454042	ACVR2B
promoter|chr3:38453543-38454043	chr3	38453543	38454043	ACVR2B
intergenic|chr10:110634673-110635173	chr10	110634673	110635173	RBM20
promoter|chr3:38453546-38454046	chr3	38453546	38454046	ACVR2B
genic|chr1:5975118-5975618	chr1	5975118	5975618	NPHP4
genic|chr4:119046175-119046675	chr4	119046175	119046675	MYOZ2
intergenic|chr17:2686666-2687166	chr17	2686666	2687166	CLUH
intergenic|chr17:2686656-2687156	chr17	2686656	2687156	CLUH
intergenic|chr10:110561748-110562727	chr10	110561748	110562727	SMC3
intergenic|chr17:2712306-2712806	chr17	2712306	2712806	CLUH
intergenic|chr7:5558779-5559279	chr7	5558779	5559279	ACTB
intergenic|chr10:110636753-110637897	chr10	110636753	110637897	SMC3
genic|chr1:77832830-77833330	chr1	77832830	77833330	NEXN
intergenic|chr10:110458498-110459464	chr10	110458498	110459464	SMC3
intergenic|chr10:110527625-110528599	chr10	110527625	110528599	SMC3
promoter|chr3:30606251-30607523	chr3	30606251	30607523	TGFBR2
intergenic|chr17:2712293-2712793	chr17	2712293	2712793	CLUH
intergenic|chr7:5558786-5559286	chr7	5558786	5559286	ACTB
promoter|chr3:30606251-30607542	chr3	30606251	30607542	TGFBR2
promoter|chr3:30606251-30607544	chr3	30606251	30607544	TGFBR2
genic|chr1:44660114-44660614	chr1	44660114	44660614	RNF220
genic|chr1:44660148-44660648	chr1	44660148	44660648	RNF220
genic|chr1:44660118-44660618	chr1	44660118	44660618	RNF220
intergenic|chr17:16214829-16215329	chr17	16214829	16215329	PIGL
intergenic|chr7:5563513-5564013	chr7	5563513	5564013	ACTB
intergenic|chr10:110535972-110536472	chr10	110535972	110536472	SMC3
genic|chr1:44660124-44660624	chr1	44660124	44660624	RNF220
intergenic|chr10:110634685-110635185	chr10	110634685	110635185	RBM20
intergenic|chr7:5558794-5559294	chr7	5558794	5559294	ACTB
intergenic|chr7:5563501-5564001	chr7	5563501	5564001	ACTB
intergenic|chr10:110634680-110635180	chr10	110634680	110635180	SMC3
genic|chr1:44660130-44660630	chr1	44660130	44660630	RNF220
intergenic|chr7:5563499-5563999	chr7	5563499	5563999	ACTB
intergenic|chr7:5563498-5563998	chr7	5563498	5563998	ACTB
intergenic|chr7:5563497-5563997	chr7	5563497	5563997	ACTB
intergenic|chr7:5563515-5564015	chr7	5563515	5564015	ACTB
genic|chr12:114402984-114403484	chr12	114402984	114403484	TBX5
genic|chr12:114402943-114403443	chr12	114402943	114403443	TBX5
intergenic|chr7:5558809-5559309	chr7	5558809	5559309	ACTB
intergenic|chr7:5561866-5562366	chr7	5561866	5562366	ACTB
intergenic|chr7:5561863-5564005	chr7	5561863	5564005	ACTB
genic|chr12:114402925-114403425	chr12	114402925	114403425	TBX5
intergenic|chr10:110629796-110630296	chr10	110629796	110630296	SMC3
intergenic|chr7:5561863-5562363	chr7	5561863	5562363	ACTB
genic|chr12:114402921-114403421	chr12	114402921	114403421	TBX5
genic|chr12:114402920-114403420	chr12	114402920	114403420	TBX5
intergenic|chr7:5561862-5562362	chr7	5561862	5562362	ACTB
genic|chr12:114402916-114403416	chr12	114402916	114403416	TBX5
intergenic|chr10:110609287-110610988	chr10	110609287	110610988	SMC3
intergenic|chr7:5558817-5559317	chr7	5558817	5559317	ACTB
genic|chr12:114402911-114403411	chr12	114402911	114403411	TBX5
genic|chr12:114402909-114403409	chr12	114402909	114403409	TBX5
genic|chr12:114402904-114403404	chr12	114402904	114403404	TBX5
intergenic|chr10:110629785-110630669	chr10	110629785	110630669	SMC3
intergenic|chr3:52446927-52447427	chr3	52446927	52447427	TNNC1
intergenic|chr3:52446933-52447433	chr3	52446933	52447433	TNNC1
intergenic|chr10:110629785-110630285	chr10	110629785	110630285	RBM20
intergenic|chr3:52446939-52447439	chr3	52446939	52447439	TNNC1
genic|chr4:118967951-118968451	chr4	118967951	118968451	MYOZ2
genic|chr12:114402896-114403396	chr12	114402896	114403396	TBX5
intergenic|chr3:52446943-52447443	chr3	52446943	52447443	TNNC1
intergenic|chr3:52446940-52447440	chr3	52446940	52447440	TNNC1
genic|chr12:114402915-114403415	chr12	114402915	114403415	TBX5
genic|chr12:114404659-114405159	chr12	114404659	114405159	TBX5
intergenic|chr10:110609566-110610708	chr10	110609566	110610708	SMC3
genic|chr12:114400758-114401258	chr12	114400758	114401258	TBX5
genic|chr12:114400759-114401259	chr12	114400759	114401259	TBX5
intergenic|chr10:110609581-110610081	chr10	110609581	110610081	SMC3
intergenic|chr10:110634671-110635171	chr10	110634671	110635171	RBM20
intergenic|chr10:110609590-110610953	chr10	110609590	110610953	SMC3
genic|chr1:77832774-77833274	chr1	77832774	77833274	NEXN
intergenic|chr10:110609591-110610091	chr10	110609591	110610091	SMC3
intergenic|chr10:110609597-110610706	chr10	110609597	110610706	SMC3
intergenic|chr7:5558799-5559299	chr7	5558799	5559299	ACTB
intergenic|chr7:5558800-5559300	chr7	5558800	5559300	ACTB
intergenic|chr10:110617609-110618109	chr10	110617609	110618109	SMC3
genic|chr4:119041881-119042381	chr4	119041881	119042381	MYOZ2
genic|chr4:119041879-119042379	chr4	119041879	119042379	MYOZ2
genic|chr4:119041874-119042374	chr4	119041874	119042374	MYOZ2
genic|chr4:119041872-119042372	chr4	119041872	119042372	MYOZ2
intergenic|chr10:110610205-110610705	chr10	110610205	110610705	RBM20
intergenic|chr10:110610215-110610939	chr10	110610215	110610939	SMC3
intergenic|chr10:110610233-110610733	chr10	110610233	110610733	RBM20
intergenic|chr10:110610374-110610874	chr10	110610374	110610874	SMC3
intergenic|chr7:5558806-5559306	chr7	5558806	5559306	ACTB
intergenic|chr17:16214835-16215335	chr17	16214835	16215335	PIGL
intergenic|chr3:52446959-52447459	chr3	52446959	52447459	TNNC1
promoter|chr3:38454048-38454605	chr3	38454048	38454605	ACVR2B
intergenic|chr10:110617580-110618541	chr10	110617580	110618541	SMC3
genic|chr12:114400786-114401286	chr12	114400786	114401286	TBX5
genic|chr12:114397751-114398251	chr12	114397751	114398251	TBX5
intergenic|chr10:110636925-110637895	chr10	110636925	110637895	SMC3
genic|chr4:119151140-119151640	chr4	119151140	119151640	MYOZ2
intergenic|chr10:110636923-110637869	chr10	110636923	110637869	SMC3
promoter|chr3:143000996-143002077	chr3	143000996	143002077	U2SURP
intergenic|chr17:2749691-2750191	chr17	2749691	2750191	CLUH
intergenic|chr10:110636913-110637413	chr10	110636913	110637413	SMC3
intergenic|chr10:110636893-110637393	chr10	110636893	110637393	SMC3
genic|chr12:121443145-121443645	chr12	121443145	121443645	KDM2B
intergenic|chr3:46867461-46867961	chr3	46867461	46867961	MYL3
genic|chr4:119151130-119151630	chr4	119151130	119151630	MYOZ2
genic|chr4:119151129-119151629	chr4	119151129	119151629	MYOZ2
genic|chr1:77832857-77833357	chr1	77832857	77833357	NEXN
intergenic|chr10:110636808-110637786	chr10	110636808	110637786	SMC3
intergenic|chr10:110636808-110637308	chr10	110636808	110637308	SMC3
intergenic|chr10:110636807-110637737	chr10	110636807	110637737	SMC3
genic|chrX:71129102-71129602	chrX	71129102	71129602	MED12
genic|chr12:116266269-116266769	chr12	116266269	116266769	MED13L
promoter|chr3:143001013-143002082	chr3	143001013	143002082	U2SURP
genic|chr12:116266253-116266753	chr12	116266253	116266753	MED13L
genic|chrX:71129110-71129610	chrX	71129110	71129610	MED12
genic|chr12:116266248-116266748	chr12	116266248	116266748	MED13L
genic|chr12:116266245-116266745	chr12	116266245	116266745	MED13L
intergenic|chr10:110636797-110637297	chr10	110636797	110637297	SMC3
genic|chr12:116266242-116266742	chr12	116266242	116266742	MED13L
promoter|chr3:143001279-143002080	chr3	143001279	143002080	U2SURP
genic|chrX:71129081-71129581	chrX	71129081	71129581	MED12
genic|chr3:9947090-9947590	chr3	9947090	9947590	CRELD1
genic|chr3:9947091-9947591	chr3	9947091	9947591	CRELD1
intergenic|chr10:110641202-110641702	chr10	110641202	110641702	SMC3
intergenic|chr10:110641198-110641698	chr10	110641198	110641698	SMC3
intergenic|chr10:110641196-110641696	chr10	110641196	110641696	SMC3
intergenic|chr10:110641195-110641695	chr10	110641195	110641695	SMC3
intergenic|chr10:110641192-110641692	chr10	110641192	110641692	SMC3
intergenic|chr10:110641187-110641687	chr10	110641187	110641687	SMC3
intergenic|chr10:110641185-110641685	chr10	110641185	110641685	SMC3
intergenic|chr10:110641179-110641679	chr10	110641179	110641679	SMC3
genic|chr1:44595059-44595559	chr1	44595059	44595559	RNF220
intergenic|chr10:110641175-110641675	chr10	110641175	110641675	SMC3
intergenic|chr3:46867437-46867937	chr3	46867437	46867937	MYL3
intergenic|chr3:46866667-46867167	chr3	46866667	46867167	MYL3
intergenic|chr7:5556416-5556916	chr7	5556416	5556916	ACTB
intergenic|chr10:110640885-110641949	chr10	110640885	110641949	SMC3
intergenic|chr10:110640868-110641697	chr10	110640868	110641697	SMC3
intergenic|chr10:110637404-110637904	chr10	110637404	110637904	RBM20
genic|chr1:44595068-44595568	chr1	44595068	44595568	RNF220
promoter|chr3:41198904-41199700	chr3	41198904	41199700	CTNNB1
intergenic|chr17:2786241-2786741	chr17	2786241	2786741	CLUH
intergenic|chr3:46866677-46867177	chr3	46866677	46867177	MYL3
intergenic|chr17:2786223-2786723	chr17	2786223	2786723	CLUH
intergenic|chr3:46867431-46867931	chr3	46867431	46867931	MYL3
intergenic|chr3:46867434-46867934	chr3	46867434	46867934	MYL3
intergenic|chr10:110637375-110637875	chr10	110637375	110637875	RBM20
intergenic|chr10:110641171-110641671	chr10	110641171	110641671	SMC3
genic|chr4:119137995-119138495	chr4	119137995	119138495	MYOZ2
intergenic|chr10:110636781-110638141	chr10	110636781	110638141	SMC3
intergenic|chr10:110636780-110637280	chr10	110636780	110637280	SMC3
intergenic|chr3:52428461-52428961	chr3	52428461	52428961	TNNC1
promoter|chr3:30606237-30606751	chr3	30606237	30606751	TGFBR2
promoter|chr3:30606239-30606751	chr3	30606239	30606751	TGFBR2
promoter|chr3:30606240-30606751	chr3	30606240	30606751	TGFBR2
intergenic|chr10:110636775-110637275	chr10	110636775	110637275	SMC3
intergenic|chr10:110636774-110637877	chr10	110636774	110637877	SMC3
intergenic|chr10:110636770-110637270	chr10	110636770	110637270	SMC3
intergenic|chr10:110636769-110637469	chr10	110636769	110637469	SMC3
promoter|chr3:30606245-30606751	chr3	30606245	30606751	TGFBR2
intergenic|chr10:110636789-110637289	chr10	110636789	110637289	SMC3
intergenic|chr10:110636768-110637268	chr10	110636768	110637268	SMC3
intergenic|chr7:5558773-5559273	chr7	5558773	5559273	ACTB
promoter|chr3:30606251-30606751	chr3	30606251	30606751	TGFBR2
promoter|chr3:30606251-30606752	chr3	30606251	30606752	TGFBR2
intergenic|chr3:52428470-52428970	chr3	52428470	52428970	TNNC1
promoter|chr3:30606251-30606757	chr3	30606251	30606757	TGFBR2
intergenic|chr7:5558774-5559274	chr7	5558774	5559274	ACTB
intergenic|chr7:5558775-5559275	chr7	5558775	5559275	ACTB
promoter|chr3:30606251-30606770	chr3	30606251	30606770	TGFBR2
genic|chr1:44652781-44653281	chr1	44652781	44653281	RNF220
intergenic|chr10:110636757-110637879	chr10	110636757	110637879	SMC3
genic|chr1:44652783-44653283	chr1	44652783	44653283	RNF220
intergenic|chr3:52428476-52428976	chr3	52428476	52428976	TNNC1
intergenic|chr3:52428466-52428966	chr3	52428466	52428966	TNNC1
genic|chr4:119148897-119149397	chr4	119148897	119149397	MYOZ2
genic|chr1:44631473-44632666	chr1	44631473	44632666	RNF220
intergenic|chr17:2724628-2725128	chr17	2724628	2725128	CLUH
genic|chr4:119148883-119149383	chr4	119148883	119149383	MYOZ2
intergenic|chr17:2724597-2725097	chr17	2724597	2725097	CLUH
genic|chr12:116263864-116264364	chr12	116263864	116264364	MED13L
intergenic|chr3:46874396-46874896	chr3	46874396	46874896	MYL3
genic|chr4:119145223-119145723	chr4	119145223	119145723	MYOZ2
genic|chr12:116263769-116264269	chr12	116263769	116264269	MED13L
intergenic|chr3:46874404-46874904	chr3	46874404	46874904	MYL3
genic|chr12:114399544-114400044	chr12	114399544	114400044	TBX5
genic|chrX:71283806-71284306	chrX	71283806	71284306	NONO
genic|chr4:119137996-119138496	chr4	119137996	119138496	MYOZ2
intergenic|chr3:46874416-46874916	chr3	46874416	46874916	MYL3
intergenic|chr10:110636786-110637286	chr10	110636786	110637286	SMC3
genic|chrX:71283817-71284317	chrX	71283817	71284317	NONO
intergenic|chr7:5569995-5570495	chr7	5569995	5570495	ACTB
intergenic|chr7:5569480-5570503	chr7	5569480	5570503	ACTB
genic|chr4:119138010-119138510	chr4	119138010	119138510	MYOZ2
intergenic|chr10:110636783-110637464	chr10	110636783	110637464	SMC3
genic|chr12:114399549-114400049	chr12	114399549	114400049	TBX5
genic|chr4:119138002-119138502	chr4	119138002	119138502	MYOZ2
genic|chr4:119138001-119138501	chr4	119138001	119138501	MYOZ2
genic|chr4:119137999-119138499	chr4	119137999	119138499	MYOZ2
intergenic|chr10:110636782-110637282	chr10	110636782	110637282	SMC3
genic|chr4:119137997-119138497	chr4	119137997	119138497	MYOZ2
genic|chr12:116263747-116264247	chr12	116263747	116264247	MED13L
genic|chr11:62539161-62539661	chr11	62539161	62539661	AHNAK
intergenic|chr4:119081809-119082309	chr4	119081809	119082309	MYOZ2
genic|chr11:62539165-62539665	chr11	62539165	62539665	AHNAK
genic|chr1:26753140-26753640	chr1	26753140	26753640	PIGV
genic|chr11:62539166-62539666	chr11	62539166	62539666	AHNAK
genic|chr4:47829411-47829911	chr4	47829411	47829911	CORIN
genic|chr4:47829403-47829903	chr4	47829403	47829903	CORIN
genic|chr12:57129322-57129822	chr12	57129322	57129822	LRP1
intergenic|chr8:11679169-11679669	chr8	11679169	11679669	GATA4
genic|chr1:26779235-26779735	chr1	26779235	26779735	PIGV
intergenic|chr17:57995360-57995860	chr17	57995360	57995860	VEZF1
intergenic|chr3:30552866-30553366	chr3	30552866	30553366	TGFBR2
intergenic|chr7:5554915-5555415	chr7	5554915	5555415	ACTB
intergenic|chr17:57995355-57995855	chr17	57995355	57995855	VEZF1
intergenic|chr17:57995354-57995854	chr17	57995354	57995854	VEZF1
intergenic|chr17:57995353-57995853	chr17	57995353	57995853	VEZF1
genic|chr11:62539167-62539667	chr11	62539167	62539667	AHNAK
intergenic|chr16:4944756-4945256	chr16	4944756	4945256	PPL
promoter|chr2:218260736-218261264	chr2	218260736	218261264	GPBAR1
genic|chrX:133983820-133984320	chrX	133983820	133984320	GPC3
intergenic|chr17:57995348-57995848	chr17	57995348	57995848	VEZF1
promoter|chr4:119135533-119136053	chr4	119135533	119136053	MYOZ2
promoter|chr4:119135533-119136049	chr4	119135533	119136049	MYOZ2
intergenic|chr17:57995347-57995847	chr17	57995347	57995847	VEZF1
genic|chr4:47824738-47825238	chr4	47824738	47825238	CORIN
intergenic|chr17:57995356-57995856	chr17	57995356	57995856	VEZF1
genic|chr1:26723510-26724459	chr1	26723510	26724459	PIGV
genic|chr1:26723524-26724472	chr1	26723524	26724472	PIGV
genic|chrX:133923068-133923568	chrX	133923068	133923568	GPC3
genic|chr1:26723525-26724511	chr1	26723525	26724511	PIGV
genic|chr11:62539148-62539648	chr11	62539148	62539648	AHNAK
genic|chr1:26723528-26724028	chr1	26723528	26724028	PIGV
genic|chr1:26723534-26724034	chr1	26723534	26724034	PIGV
genic|chr1:26723542-26724042	chr1	26723542	26724042	PIGV
genic|chr11:62539149-62539649	chr11	62539149	62539649	AHNAK
genic|chr1:26723558-26724465	chr1	26723558	26724465	PIGV
genic|chr12:57133847-57134347	chr12	57133847	57134347	LRP1
genic|chr1:26723564-26724064	chr1	26723564	26724064	PIGV
intergenic|chr3:30518223-30518723	chr3	30518223	30518723	TGFBR2
genic|chr1:26743951-26744451	chr1	26743951	26744451	PIGV
genic|chr12:57133840-57134340	chr12	57133840	57134340	LRP1
genic|chr11:62539151-62539651	chr11	62539151	62539651	AHNAK
genic|chr1:26743985-26744485	chr1	26743985	26744485	PIGV
genic|chr12:57133824-57134324	chr12	57133824	57134324	LRP1
genic|chr11:62539157-62539657	chr11	62539157	62539657	AHNAK
genic|chr3:8622837-8623337	chr3	8622837	8623337	CAV3
intergenic|chr16:4944744-4945244	chr16	4944744	4945244	PPL
intergenic|chr16:4944745-4945245	chr16	4944745	4945245	PPL
genic|chr1:26743998-26744498	chr1	26743998	26744498	PIGV
genic|chr1:26743998-26744795	chr1	26743998	26744795	PIGV
intergenic|chr8:11679339-11679839	chr8	11679339	11679839	GATA4
genic|chr3:8622840-8623340	chr3	8622840	8623340	CAV3
promoter|chr4:119135533-119137015	chr4	119135533	119137015	MYOZ2
genic|chr11:62542698-62543198	chr11	62542698	62543198	AHNAK
intergenic|chr17:49569941-49570441	chr17	49569941	49570441	NGFR
genic|chr3:8740621-8741121	chr3	8740621	8741121	CAV3
genic|chr1:26789078-26789578	chr1	26789078	26789578	PIGV
intergenic|chr17:49569937-49570437	chr17	49569937	49570437	NGFR
intergenic|chr17:49569934-49570434	chr17	49569934	49570434	NGFR
intergenic|chr3:30581237-30581737	chr3	30581237	30581737	TGFBR2
intergenic|chr17:49569925-49570425	chr17	49569925	49570425	NGFR
genic|chr11:62542701-62543201	chr11	62542701	62543201	AHNAK
genic|chr11:62542703-62543203	chr11	62542703	62543203	AHNAK
genic|chrX:154355710-154356210	chrX	154355710	154356210	FLNA
genic|chr11:62542704-62543204	chr11	62542704	62543204	AHNAK
genic|chrX:133983921-133984421	chrX	133983921	133984421	GPC3
genic|chr11:62542724-62543224	chr11	62542724	62543224	AHNAK
promoter|chr3:9933503-9934530	chr3	9933503	9934530	CRELD1
intergenic|chr3:30581245-30581745	chr3	30581245	30581745	TGFBR2
intergenic|chr3:30581248-30581748	chr3	30581248	30581748	TGFBR2
intergenic|chr3:30581249-30581749	chr3	30581249	30581749	TGFBR2
genic|chr1:92784567-92785434	chr1	92784567	92785434	RPL5
intergenic|chr16:4956061-4956561	chr16	4956061	4956561	PPL
intergenic|chr8:11676324-11677251	chr8	11676324	11677251	GATA4
genic|chr4:47814806-47815306	chr4	47814806	47815306	CORIN
intergenic|chr3:30581254-30581754	chr3	30581254	30581754	TGFBR2
intergenic|chr17:49567802-49568302	chr17	49567802	49568302	NGFR
intergenic|chr16:4956063-4956563	chr16	4956063	4956563	PPL
intergenic|chr16:4956064-4956564	chr16	4956064	4956564	PPL
genic|chr11:62542716-62543216	chr11	62542716	62543216	AHNAK
genic|chr4:47824734-47825234	chr4	47824734	47825234	CORIN
genic|chr12:57093838-57094338	chr12	57093838	57094338	LRP1
genic|chr4:47824730-47825230	chr4	47824730	47825230	CORIN
genic|chr12:57093835-57094335	chr12	57093835	57094335	LRP1
intergenic|chr3:9396187-9397002	chr3	9396187	9397002	SETD5
genic|chr12:57093830-57094330	chr12	57093830	57094330	LRP1
intergenic|chr16:4944769-4945269	chr16	4944769	4945269	PPL
intergenic|chr16:4944775-4945275	chr16	4944775	4945275	PPL
intergenic|chr17:57995340-57995840	chr17	57995340	57995840	VEZF1
